taxonID,scientificName,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,kingdom
1928,Polygonatum verticillatum (L.) All.,Liliaceae,Polygonatum,verticillatum,species,,(L.) All.,Plantae
1929,Polygonum amphibium L.,Polygonaceae,Polygonum,amphibium,species,,L.,Plantae
1930,Polygonum arenastrum Boreau,Polygonaceae,Polygonum,arenastrum,species,,Boreau,Plantae
1931,Polygonum aviculare L.,Polygonaceae,Polygonum,aviculare,species,,L.,Plantae
1932,Polygonum bellardii All.,Polygonaceae,Polygonum,bellardii,species,,All.,Plantae
1933,Polygonum bistorta L. subsp. bistorta,Polygonaceae,Polygonum,bistorta,subsp.,bistorta,L.,Plantae
1934,Polygonum capitatum Buch.-Ham. ex D. Don,Polygonaceae,Polygonum,capitatum,species,,Buch.-Ham. ex D. Don,Plantae
1935,Polygonum lapathifolium L.,Polygonaceae,Polygonum,lapathifolium,species,,L.,Plantae
1936,Polygonum minus Huds.,Polygonaceae,Polygonum,minus,species,,Huds.,Plantae
1937,Polygonum persicaria L.,Polygonaceae,Polygonum,persicaria,species,,L.,Plantae
1938,Polypodium interjectum Shivas,Polypodiaceae,Polypodium,interjectum,species,,Shivas,Plantae
1939,Polypogon maritimus Willd. subsp. maritimus,Gramineae,Polypogon,maritimus,subsp.,maritimus,Willd.,Plantae
1940,Polypogon monspeliensis (L.) Desf.,Gramineae,Polypogon,monspeliensis,species,,(L.) Desf.,Plantae
1941,Polypogon viridis (Gouan) Breistr.,Gramineae,Polypogon,viridis,species,,(Gouan) Breistr.,Plantae
1942,Polystichum setiferum (Forssk.) Woyn.,Aspidiaceae,Polystichum,setiferum,species,,(Forssk.) Woyn.,Plantae
1943,Polystichum aculeatum (L.) Roth,Aspidiaceae,Polystichum,aculeatum,species,,(L.) Roth,Plantae
1945,Polystichum x bicknellii (H. Christ) Hahne,Aspidiaceae,Polystichum,bicknellii,hybrid,,(H. Christ) Hahne,Plantae
1946,Polystichum x illyricum (Borbás) Hahne,Aspidiaceae,Polystichum,illyricum,hybrid,,(Borbás) Hahne,Plantae
1947,Populus alba L,Salicaceae,Populus,alba,species,,L,Plantae
1948,Populus nigra L.,Salicaceae,Populus,nigra,species,,L.,Plantae
1949,Populus tremula L.,Salicaceae,Populus,tremula,species,,L.,Plantae
1950,Portulaca oleracea L. subsp. granulatostellulata Danin & Baker,Portulacaceae,Portulaca,oleracea,subsp.,granulatostellulata,Danin & Baker,Plantae
1951,Portulaca oleracea L. subsp. nitida Danin & Baker,Portulacaceae,Portulaca,oleracea,subsp.,nitida,Danin & Baker,Plantae
1952,Portulaca oleracea L. subsp. oleracea,Portulacaceae,Portulaca,oleracea,subsp.,oleracea,L.,Plantae
1953,Potamogeton crispus L.,Potamogetonaceae,Potamogeton,crispus,species,,L.,Plantae
1954,Potamogeton natans L.,Potamogetonaceae,Potamogeton,natans,species,,L.,Plantae
1955,Potamogeton nodosus Poir.,Potamogetonaceae,Potamogeton,nodosus,species,,Poir.,Plantae
1957,Potamogeton perfoliatus L.,Potamogetonaceae,Potamogeton,perfoliatus,species,,L.,Plantae
1958,Potamogeton polygonifolius Pourr.,Potamogetonaceae,Potamogeton,polygonifolius,species,,Pourr.,Plantae
1959,Potamogeton pusillus L.,Potamogetonaceae,Potamogeton,pusillus,species,,L.,Plantae
1960,Potamogeton trichoides Cham. & Schltdl.,Potamogetonaceae,Potamogeton,trichoides,species,,Cham. & Schltdl.,Plantae
1963,Potentilla argentea L.,Rosaceae,Potentilla,argentea,species,,L.,Plantae
1964,Potentilla cinerea Chaix ex Vill.,Rosaceae,Potentilla,cinerea,species,,Chaix ex Vill.,Plantae
1966,Potentilla erecta (L.) Raeusch.,Rosaceae,Potentilla,erecta,species,,(L.) Raeusch.,Plantae
1968,Potentilla micrantha Ramond ex DC.,Rosaceae,Potentilla,micrantha,species,,Ramond ex DC.,Plantae
1969,Potentilla montana Brot.,Rosaceae,Potentilla,montana,species,,Brot.,Plantae
1971,Potentilla palustris (L.) Scop.,Rosaceae,Potentilla,palustris,species,,(L.) Scop.,Plantae
1972,Potentilla asturica Rothm.,Rosaceae,Potentilla,asturica,species,,Rothm.,Plantae
1973,Potentilla reptans L.,Rosaceae,Potentilla,reptans,species,,L.,Plantae
1974,Potentilla rupestris L.,Rosaceae,Potentilla,rupestris,species,,L.,Plantae
1975,Potentilla sterilis (L.) Garcke,Rosaceae,Potentilla,sterilis,species,,(L.) Garcke,Plantae
1976,Primula elatior (L.) Hill subsp. intrincata (Gren. & Godr.) Widmer,Primulaceae,Primula,elatior,subsp.,intrincata,(Gren. & Godr.) Widmer,Plantae
1977,Primula veris L. subsp. canescens (Opiz) Hayek,Primulaceae,Primula,veris,subsp.,canescens,(Opiz) Hayek,Plantae
1978,Primula acaulis (L.) L. subsp. acaulis,Primulaceae,Primula,acaulis,subsp.,acaulis,(L.) L.,Plantae
1979,Prunella grandiflora (L.) Scholler,Labiatae,Prunella,grandiflora,species,,(L.) Scholler,Plantae
1980,Prunella laciniata (L.) L.,Labiatae,Prunella,laciniata,species,,(L.) L.,Plantae
1981,Prunella vulgaris L.,Labiatae,Prunella,vulgaris,species,,L.,Plantae
1982,Prunus avium L.,Rosaceae,Prunus,avium,species,,L.,Plantae
1985,Prunus laurocerasus L.,Rosaceae,Prunus,laurocerasus,species,,L.,Plantae
1986,Prunus lusitanica L. subsp. lusitanica,Rosaceae,Prunus,lusitanica,subsp.,lusitanica,L.,Plantae
1987,Prunus mahaleb L.,Rosaceae,Prunus,mahaleb,species,,L.,Plantae
1988,Prunus padus L. subsp. padus,Rosaceae,Prunus,padus,subsp.,padus,L.,Plantae
1990,Prunus spinosa L.,Rosaceae,Prunus,spinosa,species,,L.,Plantae
1991,Helictotrichon thorei Röser,Gramineae,Helictotrichon,thorei,species,,Röser,Plantae
1992,Pseudorlaya minuscula (Pau ex Font Quer) M. Laínz,Umbelliferae,Pseudorlaya,minuscula,species,,(Pau ex Font Quer) M. Laínz,Plantae
1993,Pseudorlaya pumila (L.) Grande,Umbelliferae,Pseudorlaya,pumila,species,,(L.) Grande,Plantae
1995,Psilurus incurvus (Gouan) Schinz & Thell.,Gramineae,Psilurus,incurvus,species,,(Gouan) Schinz & Thell.,Plantae
1996,Bituminaria bituminosa (L.) C.H. Stirt.,Leguminosae,Bituminaria,bituminosa,species,,(L.) C.H. Stirt.,Plantae
1997,Pteridium aquilinum (L.) Kuhn subsp. aquilinum,Dennstaedtiaceae Schwartsb.,Pteridium,aquilinum,subsp.,aquilinum,(L.) Kuhn,Plantae
1998,Pteris cretica L.,Pteridaceae,Pteris,cretica,species,,L.,Plantae
1999,Pteris vittata L.,Pteridaceae,Pteris,vittata,species,,L.,Plantae
2001,Puccinellia fasciculata (Torr.) E.P. Bicknell,Gramineae,Puccinellia,fasciculata,species,,(Torr.) E.P. Bicknell,Plantae
2003,Puccinellia maritima (Huds.) Parl.,Gramineae,Puccinellia,maritima,species,,(Huds.) Parl.,Plantae
2005,Pulicaria dysenterica (L.) Bernh.,Compositae,Pulicaria,dysenterica,species,,(L.) Bernh.,Plantae
2006,Pulicaria odora (L.) Rchb.,Compositae,Pulicaria,odora,species,,(L.) Rchb.,Plantae
2007,Pulicaria arabica (L.) Cass.,Compositae,Pulicaria,arabica,species,,(L.) Cass.,Plantae
2011,Pulmonaria longifolia (Bastard) Boreau,Boraginaceae,Pulmonaria,longifolia,species,,(Bastard) Boreau,Plantae
2013,Pulsatilla alpina (L.) Delarbre,Ranunculaceae,Pulsatilla,alpina,species,,(L.) Delarbre,Plantae
2015,Pyrola minor L.,Pyrolaceae,Pyrola,minor,species,,L.,Plantae
2016,Pyrus communis L.,Rosaceae,Pyrus,communis,species,,L.,Plantae
2017,Pyrus cordata Desv.,Rosaceae,Pyrus,cordata,species,,Desv.,Plantae
2019,Quercus faginea Lam. subsp. faginea,Fagaceae,Quercus,faginea,subsp.,faginea,Lam.,Plantae
2021,Quercus ilex L. subsp. ballota (Desf.) Samp.,Fagaceae,Quercus,ilex,subsp.,ballota,(Desf.) Samp.,Plantae
2022,Quercus lusitanica Lam.,Fagaceae,Quercus,lusitanica,species,,Lam.,Plantae
2023,Quercus palustris Münchh.,Fagaceae,Quercus,palustris,species,,Münchh.,Plantae
2024,Quercus petraea (Matt.) Liebl. subsp. petraea,Fagaceae,Quercus,petraea,subsp.,petraea,(Matt.) Liebl.,Plantae
2025,Quercus pyrenaica Willd.,Fagaceae,Quercus,pyrenaica,species,,Willd.,Plantae
2026,Quercus robur L.,Fagaceae,Quercus,robur,species,,L.,Plantae
2027,Quercus rubra L.,Fagaceae,Quercus,rubra,species,,L.,Plantae
2028,Quercus suber L.,Fagaceae,Quercus,suber,species,,L.,Plantae
2029,Radiola linoides Roth,Linaceae,Radiola,linoides,species,,Roth,Plantae
2030,Ranunculus abnormis Cutanda & Willk.,Ranunculaceae,Ranunculus,abnormis,species,,Cutanda & Willk.,Plantae
2032,Ranunculus acris L. subsp. despectus M. Laínz,Ranunculaceae,Ranunculus,acris,subsp.,despectus,M. Laínz,Plantae
2033,Ranunculus amplexicaulis L.,Ranunculaceae,Ranunculus,amplexicaulis,species,,L.,Plantae
2034,Ranunculus aquatilis L.,Ranunculaceae,Ranunculus,aquatilis,species,,L.,Plantae
2035,Ranunculus arvensis L.,Ranunculaceae,Ranunculus,arvensis,species,,L.,Plantae
2036,Ranunculus bulbosus L. subsp. aleae (Willk.) Rouy & Foucaud,Ranunculaceae,Ranunculus,bulbosus,subsp.,aleae,(Willk.) Rouy & Foucaud,Plantae
2037,Ranunculus bulbosus L. subsp. bulbosus,Ranunculaceae,Ranunculus,bulbosus,subsp.,bulbosus,L.,Plantae
2038,Ranunculus bulbosus L. subsp. castellanus (Boiss. & Reut. ex Freyn) P.W. Ball,Ranunculaceae,Ranunculus,bulbosus,subsp.,castellanus,(Boiss. & Reut. ex Freyn) P.W. Ball,Plantae
2040,Ranunculus bupleuroides Brot.,Ranunculaceae,Ranunculus,bupleuroides,species,,Brot.,Plantae
2042,Ranunculus ficaria L. subsp. ficaria,Ranunculaceae,Ranunculus,ficaria,subsp.,ficaria,L.,Plantae
2043,Ranunculus flammula L.,Ranunculaceae,Ranunculus,flammula,species,,L.,Plantae
2044,Ranunculus gramineus L.,Ranunculaceae,Ranunculus,gramineus,species,,L.,Plantae
2045,Ranunculus hederaceus L.,Ranunculaceae,Ranunculus,hederaceus,species,,L.,Plantae
2047,Ranunculus longipes Lange ex Cutanda,Ranunculaceae,Ranunculus,longipes,species,,Lange ex Cutanda,Plantae
2049,Ranunculus muricatus L.,Ranunculaceae,Ranunculus,muricatus,species,,L.,Plantae
2050,Ranunculus nigrescens Freyn,Ranunculaceae,Ranunculus,nigrescens,species,,Freyn,Plantae
2052,Ranunculus ollissiponensis Pers. subsp. ollissiponensis,Ranunculaceae,Ranunculus,ollissiponensis,subsp.,ollissiponensis,Pers.,Plantae
2053,Ranunculus ololeucos J. Lloyd,Ranunculaceae,Ranunculus,ololeucos,species,,J. Lloyd,Plantae
2054,Ranunculus omiophyllus Ten.,Ranunculaceae,Ranunculus,omiophyllus,species,,Ten.,Plantae
2055,Ranunculus ophioglossifolius Vill.,Ranunculaceae,Ranunculus,ophioglossifolius,species,,Vill.,Plantae
2056,Ranunculus paludosus Poir.,Ranunculaceae,Ranunculus,paludosus,species,,Poir.,Plantae
2058,Ranunculus parviflorus L.,Ranunculaceae,Ranunculus,parviflorus,species,,L.,Plantae
2059,Ranunculus peltatus Schrank subsp. baudotii (Godr.) C.D.K. Cook,Ranunculaceae,Ranunculus,peltatus,subsp.,baudotii,(Godr.) C.D.K. Cook,Plantae
2060,Ranunculus peltatus Schrank subsp. peltatus,Ranunculaceae,Ranunculus,peltatus,subsp.,peltatus,Schrank,Plantae
2061,Ranunculus peltatus Schrank subsp. saniculifolius (Viv.) C.D.K. Cook,Ranunculaceae,Ranunculus,peltatus,subsp.,saniculifolius,(Viv.) C.D.K. Cook,Plantae
2062,Ranunculus penicillatus (Dumort.) Bab.,Ranunculaceae,Ranunculus,penicillatus,species,,(Dumort.) Bab.,Plantae
2063,Ranunculus platanifolius L.,Ranunculaceae,Ranunculus,platanifolius,species,,L.,Plantae
2064,Ranunculus repens L.,Ranunculaceae,Ranunculus,repens,species,,L.,Plantae
2067,Ranunculus serpens Schrank,Ranunculaceae,Ranunculus,serpens,species,,Schrank,Plantae
2069,Ranunculus trichophyllus Chaix subsp. trychophyllus,Ranunculaceae,Ranunculus,trichophyllus,subsp.,trychophyllus,,Plantae
2070,Ranunculus trilobus Desf.,Ranunculaceae,Ranunculus,trilobus,species,,Desf.,Plantae
2071,Ranunculus tripartitus DC.,Ranunculaceae,Ranunculus,tripartitus,species,,DC.,Plantae
2074,Raphanus raphanistrum L. subsp. landra (Moretti ex DC.) Bonnier & Layens,Cruciferae,Raphanus,raphanistrum,subsp.,landra,(Moretti ex DC.) Bonnier & Layens,Plantae
2075,Raphanus raphanistrum L. subsp. maritimus Thell.,Cruciferae,Raphanus,raphanistrum,subsp.,maritimus,Thell.,Plantae
2077,Rapistrum rugosum (L.) All. subsp. rugosum,Cruciferae,Rapistrum,rugosum,subsp.,rugosum,(L.) All.,Plantae
2078,Reichardia gaditana (Willk.) Samp.,Compositae,Reichardia,gaditana,species,,(Willk.) Samp.,Plantae
2079,Reichardia picroides (L.) Roth,Compositae,Reichardia,picroides,species,,(L.) Roth,Plantae
2082,Reseda lutea L. subsp. lutea,Resedaceae,Reseda,lutea,subsp.,lutea,L.,Plantae
2083,Reseda luteola L.,Resedaceae,Reseda,luteola,species,,L.,Plantae
2084,Reseda media Lag.,Resedaceae,Reseda,media,species,,Lag.,Plantae
2087,Retama sphaerocarpa (L.) Boiss.,Leguminosae,Retama,sphaerocarpa,species,,(L.) Boiss.,Plantae
2088,Reynoutria japonica Houtt.,Polygonaceae,Reynoutria,japonica,species,,Houtt.,Plantae
2089,Rhagadiolus edulis Gaertn.,Compositae,Rhagadiolus,edulis,species,,Gaertn.,Plantae
2090,Rhamnus alaternus L. subsp. alaternus,Rhamnaceae,Rhamnus,alaternus,subsp.,alaternus,L.,Plantae
2091,Rhamnus cathartica L.,Rhamnaceae,Rhamnus,cathartica,species,,L.,Plantae
2092,Rhamnus pumila Turra Rothm.,Rhamnaceae,Rhamnus,pumila,species,,Turra Rothm.,Plantae
2096,Rhinanthus minor L.,Scrophulariaceae,Rhinanthus,minor,species,,L.,Plantae
2097,Rhus coriaria L.,Anacardiaceae,Rhus,coriaria,species,,L.,Plantae
2098,Rhus typhina L.,Anacardiaceae,Rhus,typhina,species,,L.,Plantae
2101,Rhynchospora alba (L.) Vahl,Cyperaceae,Rhynchospora,alba,species,,(L.) Vahl,Plantae
2102,Rhynchospora fusca (L.) W.T. Aiton,Cyperaceae,Rhynchospora,fusca,species,,(L.) W.T. Aiton,Plantae
2103,Rhynchospora rugosa (Vahl) S. Gale,Cyperaceae,Rhynchospora,rugosa,species,,(Vahl) S. Gale,Plantae
2104,Ribes petraeum Wulfen,Grossulariaceae,Ribes,petraeum,species,,Wulfen,Plantae
2105,Ribes uva-crispa L.,Grossulariaceae,Ribes,uva-crispa,species,,L.,Plantae
2107,Ruppia maritima L.,Ruppiaceae,Ruppia,maritima,species,,L.,Plantae
2108,Robinia pseudoacacia L.,Leguminosae,Robinia,pseudoacacia,species,,L.,Plantae
2109,Roemeria hybrida (L.) DC.,Papaveraceae,Roemeria,hybrida,species,,(L.) DC.,Plantae
2110,Romulea bulbocodium (L.) Sebast. & Mauri,Iridaceae,Romulea,bulbocodium,species,,(L.) Sebast. & Mauri,Plantae
2111,Romulea clusiana (Lange) Nyman,Iridaceae,Romulea,clusiana,species,,(Lange) Nyman,Plantae
2113,Romulea ramiflora Ten. subsp. ramiflora,Iridaceae,Romulea,ramiflora,subsp.,ramiflora,Ten.,Plantae
2117,Rorippa pyrenaica (All.) Rchb.,Cruciferae,Rorippa,pyrenaica,species,,(All.) Rchb.,Plantae
2118,Rorippa amphibia (L.) Besser,Cruciferae,Rorippa,amphibia,species,,(L.) Besser,Plantae
2120,Rosa andegavensis Bastard,Rosaceae,Rosa,andegavensis,species,,Bastard,Plantae
2121,Rosa canina L.,Rosaceae,Rosa,canina,species,,L.,Plantae
2122,Rosa corymbifera Borkh.,Rosaceae,Rosa,corymbifera,species,,Borkh.,Plantae
2123,Rosa gallica L.,Rosaceae,Rosa,gallica,species,,L.,Plantae
2124,Rosa micrantha Borrer ex Sm.,Rosaceae,Rosa,micrantha,species,,Borrer ex Sm.,Plantae
2129,Rosa pimpinellifolia L.,Rosaceae,Rosa,pimpinellifolia,species,,L.,Plantae
2130,Rosa pouzinii Tratt.,Rosaceae,Rosa,pouzinii,species,,Tratt.,Plantae
2132,Rosa sempervirens L.,Rosaceae,Rosa,sempervirens,species,,L.,Plantae
2134,Rosa squarrosa (A. Rau) Boreau,Rosaceae,Rosa,squarrosa,species,,(A. Rau) Boreau,Plantae
2135,Rosa stylosa Desv.,Rosaceae,Rosa,stylosa,species,,Desv.,Plantae
2136,Rosa tomentosa Sm.,Rosaceae,Rosa,tomentosa,species,,Sm.,Plantae
2138,Rosa villosa L.,Rosaceae,Rosa,villosa,species,,L.,Plantae
2139,Rosa vosagiaca N.H.F. Desp.,Rosaceae,Rosa,vosagiaca,species,,N.H.F. Desp.,Plantae
2140,Rosmarinus officinalis L.,Labiatae,Rosmarinus,officinalis,species,,L.,Plantae
2141,Rubia peregrina L.,Rubiaceae,Rubia,peregrina,species,,L.,Plantae
2146,Rubus castellarnaui Pau,Rosaceae,Rubus,castellarnaui,species,,Pau,Plantae
2148,Rubus canescens DC.,Rosaceae,Rubus,canescens,species,,DC.,Plantae
2153,Rubus henriquesii Samp.,Rosaceae,Rubus,henriquesii,species,,Samp.,Plantae
2154,Rubus idaeus L.,Rosaceae,Rubus,idaeus,species,,L.,Plantae
2167,Rubus ulmifolius Schott,Rosaceae,Rubus,ulmifolius,species,,Schott,Plantae
2169,Rumex acetosa L. subsp. acetosa,Polygonaceae,Rumex,acetosa,subsp.,acetosa,L.,Plantae
2170,Rumex acetosa L. subsp. biformis (Lange) Castrov.& Valdés Berm.,Polygonaceae,Rumex,acetosa,subsp.,biformis,(Lange) Castrov.& Valdés Berm.,Plantae
2171,Rumex acetosella L. subsp. angiocarpus (Murb.) Murb.,Polygonaceae,Rumex,acetosella,subsp.,angiocarpus,(Murb.) Murb.,Plantae
2173,Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech. fil.,Polygonaceae,Rumex,bucephalophorus,subsp.,gallicus,(Steinh.) Rech. fil.,Plantae
2174,Rumex bucephalophorus L. subsp. hispanicus (Steinh.) Rech. fil.,Polygonaceae,Rumex,bucephalophorus,subsp.,hispanicus,(Steinh.) Rech. fil.,Plantae
2175,Rumex conglomeratus Murray,Polygonaceae,Rumex,conglomeratus,species,,Murray,Plantae
2176,Rumex crispus L.,Polygonaceae,Rumex,crispus,species,,L.,Plantae
2177,Rumex induratus Boiss. & Reut.,Polygonaceae,Rumex,induratus,species,,Boiss. & Reut.,Plantae
2178,Rumex intermedius DC.,Polygonaceae,Rumex,intermedius,species,,DC.,Plantae
2179,Rumex longifolius DC.,Polygonaceae,Rumex,longifolius,species,,DC.,Plantae
2180,Rumex obtusifolius L.,Polygonaceae,Rumex,obtusifolius,species,,L.,Plantae
2182,Rumex papillaris Boiss. & Reut.,Polygonaceae,Rumex,papillaris,species,,Boiss. & Reut.,Plantae
2183,Rumex pulcher L. subsp. pulcher,Polygonaceae,Rumex,pulcher,subsp.,pulcher,L.,Plantae
2184,Rumex pulcher L. subsp. woodsii (De Not.) Arcang.,Polygonaceae,Rumex,pulcher,subsp.,woodsii,(De Not.) Arcang.,Plantae
2185,Rumex rupestris Le Gall,Polygonaceae,Rumex,rupestris,species,,Le Gall,Plantae
2186,Rumex sanguineus L.,Polygonaceae,Rumex,sanguineus,species,,L.,Plantae
2187,Rumex scutatus L.,Polygonaceae,Rumex,scutatus,species,,L.,Plantae
2188,Rumex suffruticosus J. Gay ex Willk.,Polygonaceae,Rumex,suffruticosus,species,,J. Gay ex Willk.,Plantae
2190,Ruscus aculeatus L.,Liliaceae,Ruscus,aculeatus,species,,L.,Plantae
2192,Ruta chalepensis L.,Rutaceae,Ruta,chalepensis,species,,L.,Plantae
2193,Ruta montana (L.) L.,Rutaceae,Ruta,montana,species,,(L.) L.,Plantae
2194,Sagina apetala Ard.,Caryophyllaceae,Sagina,apetala,species,,Ard.,Plantae
2195,Sagina maritima G. Don,Caryophyllaceae,Sagina,maritima,species,,G. Don,Plantae
2196,Sagina merinoi Pau ex Merino,Caryophyllaceae,Sagina,merinoi,species,,Pau ex Merino,Plantae
2197,Sagina procumbens L.,Caryophyllaceae,Sagina,procumbens,species,,L.,Plantae
2199,Sagina saginoides (L.) H. Karst.,Caryophyllaceae,Sagina,saginoides,species,,(L.) H. Karst.,Plantae
2200,Sagina subulata (Sw.) C. Presl,Caryophyllaceae,Sagina,subulata,species,,(Sw.) C. Presl,Plantae
2201,Salicornia ramosissima Woods,Chenopodiaceae,Salicornia,ramosissima,species,,Woods,Plantae
2202,Salix alba L.,Salicaceae,Salix,alba,species,,L.,Plantae
2203,Salix atrocinerea Brot.,Salicaceae,Salix,atrocinerea,species,,Brot.,Plantae
2205,Salix caprea L.,Salicaceae,Salix,caprea,species,,L.,Plantae
2206,Salix eleagnos Scop.,Salicaceae,Salix,eleagnos,species,,Scop.,Plantae
2207,Salix fragilis L.,Salicaceae,Salix,fragilis,species,,L.,Plantae
2209,Salix repens L,Salicaceae,Salix,repens,species,,L,Plantae
2210,Salix salviifolia Brot.,Salicaceae,Salix,salviifolia,species,,Brot.,Plantae
2211,Salix triandra L.,Salicaceae,Salix,triandra,species,,L.,Plantae
2212,Salix viminalis L.,Salicaceae,Salix,viminalis,species,,L.,Plantae
2213,Salpichroa origanifolia (Lam.) Baill.,Solanaceae,Salpichroa,origanifolia,species,,(Lam.) Baill.,Plantae
2214,Salsola kali L.,Chenopodiaceae,Salsola,kali,species,,L.,Plantae
2216,Salvia microphylla Kunth,Labiatae,Salvia,microphylla,species,,Kunth,Plantae
2217,Salvia sclarea L.,Labiatae,Salvia,sclarea,species,,L.,Plantae
2218,Salvia verbenaca L.,Labiatae,Salvia,verbenaca,species,,L.,Plantae
2219,Sambucus ebulus L.,Caprifoliaceae,Sambucus,ebulus,species,,L.,Plantae
2220,Sambucus nigra L.,Caprifoliaceae,Sambucus,nigra,species,,L.,Plantae
2221,Samolus valerandi L.,Primulaceae,Samolus,valerandi,species,,L.,Plantae
2222,Sanguisorba minor Scop. subsp. balearica (Bourg. ex Nyman) Muñoz Garm. & C. Navarro,Rosaceae,Sanguisorba,minor,subsp.,balearica,(Bourg. ex Nyman) Muñoz Garm. & C. Navarro,Plantae
2223,Sanguisorba minor Scop. subsp. minor,Rosaceae,Sanguisorba,minor,subsp.,minor,Scop.,Plantae
2224,Sanguisorba verrucosa (Link ex G. Don) Ces.,Rosaceae,Sanguisorba,verrucosa,species,,(Link ex G. Don) Ces.,Plantae
2225,Sanguisorba officinalis L.,Rosaceae,Sanguisorba,officinalis,species,,L.,Plantae
2226,Sanicula europaea L.,Umbelliferae,Sanicula,europaea,species,,L.,Plantae
2228,Santolina melidensis (Rodr. Oubiña & S. Ortíz) Rodr. Oubiña & S. Ortíz,Compositae,Santolina,melidensis,species,,(Rodr. Oubiña & S. Ortíz) Rodr. Oubiña & S. Ortíz,Plantae
2229,Santolina semidentata Hoffmanns. & Link,Compositae,Santolina,semidentata,species,,Hoffmanns. & Link,Plantae
2230,Saponaria officinalis L.,Caryophyllaceae,Saponaria,officinalis,species,,L.,Plantae
2232,Sarcocornia perennis (Mill.) A.J. Scott subsp. alpini (Lag.) Castrov.,Chenopodiaceae,Sarcocornia,perennis,subsp.,alpini,(Lag.) Castrov.,Plantae
2233,Sarcocornia perennis (Mill.) A.J. Scott subsp. perennis,Chenopodiaceae,Sarcocornia,perennis,subsp.,perennis,(Mill.) A.J. Scott,Plantae
2236,Saxifraga lepismigena Planellas,Saxifragaceae,Saxifraga,lepismigena,species,,Planellas,Plantae
2241,Saxifraga granulata L.,Saxifragaceae,Saxifraga,granulata,species,,L.,Plantae
2242,Saxifraga hirsuta L. subsp. hirsuta,Saxifragaceae,Saxifraga,hirsuta,subsp.,hirsuta,L.,Plantae
2243,Saxifraga fragosoi Sennen,Saxifragaceae,Saxifraga,fragosoi,species,,Sennen,Plantae
2244,Saxifraga paniculata Mill.,Saxifragaceae,Saxifraga,paniculata,species,,Mill.,Plantae
2245,Saxifraga pentadactylis Lapeyr. subsp. willkommiana (Boiss. ex Willk.) Rivas Mart.,Saxifragaceae,Saxifraga,pentadactylis,subsp.,willkommiana,(Boiss. ex Willk.) Rivas Mart.,Plantae
2246,Saxifraga spathularis Brot.,Saxifragaceae,Saxifraga,spathularis,species,,Brot.,Plantae
2247,Saxifraga stellaris L.,Saxifragaceae,Saxifraga,stellaris,species,,L.,Plantae
2248,Saxifraga tridactylites L.,Saxifragaceae,Saxifraga,tridactylites,species,,L.,Plantae
2249,Saxifraga trifurcata Schrad.,Saxifragaceae,Saxifraga,trifurcata,species,,Schrad.,Plantae
2251,Scabiosa atropurpurea L.,Dipsacaceae,Scabiosa,atropurpurea,species,,L.,Plantae
2252,Scabiosa columbaria L.,Dipsacaceae,Scabiosa,columbaria,species,,L.,Plantae
2253,"Scabiosa galianoi Devesa, Ortega Oliv. & J. López",Dipsacaceae,Scabiosa,galianoi,species,,"Devesa, Ortega Oliv. & J. López",Plantae
2255,Scandix australis L. subsp. australis,Umbelliferae,Scandix,australis,subsp.,australis,L.,Plantae
2256,Scandix pecten-veneris L.,Umbelliferae,Scandix,pecten-veneris,species,,L.,Plantae
2257,Schoenus nigricans L.,Cyperaceae,Schoenus,nigricans,species,,L.,Plantae
2258,Scilla autumnalis L.,Liliaceae,Scilla,autumnalis,species,,L.,Plantae
2262,Scilla monophyllos Link,Liliaceae,Scilla,monophyllos,species,,Link,Plantae
2264,Scilla verna Huds. subsp. ramburii (Boiss.) K. Richt.,Liliaceae,Scilla,verna,subsp.,ramburii,(Boiss.) K. Richt.,Plantae
2266,Scirpoides holoschoenus (L.) Soják,Cyperaceae,Scirpoides,holoschoenus,species,,(L.) Soják,Plantae
2267,Trichophorum cespitosum (L.) Hartm.,Cyperaceae,Trichophorum,cespitosum,species,,(L.) Hartm.,Plantae
2269,Isolepeis cernua (Vahl) Roem. & Schult.,Cyperaceae,Isolepeis,cernua,species,,(Vahl) Roem. & Schult.,Plantae
2270,Isolepis fluitans (L.) R.Br.,Cyperaceae,Isolepis,fluitans,species,,(L.) R.Br.,Plantae
2271,Schoenoplectus lacustris (L.) Palla subsp. lacustris,Cyperaceae,Schoenoplectus,lacustris,subsp.,lacustris,(L.) Palla,Plantae
2272,Schoenoplectus lacustris (L.) Palla subsp. glaucus (Sm. ex Hartm.) Bech,Cyperaceae,Schoenoplectus,lacustris,subsp.,glaucus,(Sm. ex Hartm.) Bech,Plantae
2273,Bolboschoenus maritimus (L.) Palla,Cyperaceae,Bolboschoenus,maritimus,species,,(L.) Palla,Plantae
2274,Schoenoplectus pungens (Vahl) Palla,Cyperaceae,Schoenoplectus,pungens,species,,(Vahl) Palla,Plantae
2275,Isolepis setacea (L.) R.Br.,Cyperaceae,Isolepis,setacea,species,,(L.) R.Br.,Plantae
2277,Schoenoplectus triqueter (L.) Palla,Cyperaceae,Schoenoplectus,triqueter,species,,(L.) Palla,Plantae
2278,Scleranthus annuus L.,Caryophyllaceae,Scleranthus,annuus,species,,L.,Plantae
2279,Scleranthus delortii Gren.,Caryophyllaceae,Scleranthus,delortii,species,,Gren.,Plantae
